line	category	action	context	note	text
2950	UI	DICH	TERNARY	15 Vue components (render + setup)	"返回修改"
2959	UI	DICH	CALL:r.createElementBlock#2	15 Vue components (render + setup)	"重新生成全部"
2966	UI	DICH	CALL:r.createElementBlock#2	15 Vue components (render + setup)	"撤销本次生成"
2974	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"最近生成"
2978	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"复制"
3046	UI	DICH	LogicalExpression	15 Vue components (render + setup)	"等待命名"
3047	UI	DICH	BINOP:+	15 Vue components (render + setup)	" · 完成度 "
3060	UI	DICH	OBJ_VALUE:title	15 Vue components (render + setup)	"上移"
3072	UI	DICH	OBJ_VALUE:title	15 Vue components (render + setup)	"下移"
3084	UI	DICH	OBJ_VALUE:title	15 Vue components (render + setup)	"复制角色"
3087	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	" 复制 "
3098	UI	DICH	TERNARY	15 Vue components (render + setup)	"展开"
3098	UI	DICH	TERNARY	15 Vue components (render + setup)	"收起"
3112	UI	DICH	CALL:r.createElementBlock#2	15 Vue components (render + setup)	" 删除 "
3125	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"角色名（可空）"
3130	UI	DICH	OBJ_VALUE:placeholder	15 Vue components (render + setup)	"留空则由 AI 命名"
3139	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"角色素材"
3146	UI	DICH	OBJ_VALUE:placeholder	15 Vue components (render + setup)	"用大白话写即可：身份、关系、外貌、经历、能力、禁忌、性格底色、矛盾感、行为逻辑，以及初识期、熟悉期、亲近期的变化。"
3156	UI	DICH	BINOP:+	15 Vue components (render + setup)	" 字"
3162	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"状态栏头像 URL（可空）"
3167	UI	DICH	OBJ_VALUE:placeholder	15 Vue components (render + setup)	"建议 1:1 方图，主体居中"
3176	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"状态栏背景 URL（可空）"
3181	UI	DICH	OBJ_VALUE:placeholder	15 Vue components (render + setup)	"建议横版壁纸，主体别贴边"
3194	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"头像建议 1:1；横版背景建议 16:9、21:9 或更宽，关键人物放中间安全区。"
3284	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"工程完成度"
3285	UI	DICH	BINOP:+	15 Vue components (render + setup)	" 个角色模块"
3289	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"目标世界书"
3294	UI	DICH	TERNARY	15 Vue components (render + setup)	"卡面：${…}"
3294	UI	DICH	TERNARY	15 Vue components (render + setup)	"未选择卡面图片"
3305	UI	DICH	CALL:r.createTextVNode#0	15 Vue components (render + setup)	"世界观与角色速览"
3309	UI	DICH	CALL:r.createTextVNode#0	15 Vue components (render + setup)	"角色调色盘与二次解释"
3313	UI	DICH	CALL:r.createTextVNode#0	15 Vue components (render + setup)	"MVU、EJS 与局部正则"
3326	UI	DICH	TERNARY	15 Vue components (render + setup)	"正在准备..."
3326	UI	DICH	TERNARY	15 Vue components (render + setup)	"继续设置开场白"
3333	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"返回项目设置"
3350	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"写卡素材"
3357	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"新增角色"
3371	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"世界观素材"
3372	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"只需提供核心设定，AI 会按内置预设结构补全。"
3380	UI	DICH	BINOP:+	15 Vue components (render + setup)	" 字"
3389	UI	DICH	OBJ_VALUE:placeholder	15 Vue components (render + setup)	"写下时代、地点、社会规则、力量体系、主要矛盾和你想保留的特殊设定。"
3401	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"查看写卡参考"
3410	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	" 写正确的卡，入门教程 "
3419	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	" 如何写活人设，调色盘与进阶教程 "
3435	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"角色模块"
3436	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"角色会按照这里的顺序逐一生成并写入。"
3441	UI	DICH	BINOP:+	15 Vue components (render + setup)	" 个角色"
3477	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"执行检查"
3482	UI	DICH	TERNARY	15 Vue components (render + setup)	"可以继续"
3482	UI	DICH	TERNARY	15 Vue components (render + setup)	"${…} 项待处理"
3505	UI	DICH	CALL:r.createElementBlock#2	15 Vue components (render + setup)	"写卡素材已准备完成，下一步设置第一幕。"
3509	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"活动日志"
3517	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"清空"
3525	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"生成提醒"
3561	UI	DICH	CALL:r.createElementBlock#2	15 Vue components (render + setup)	"尚未执行生成任务"
3569	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"最近生成"
3573	UI	DICH	CALL:r.createElementVNode#2	15 Vue components (render + setup)	"复制"
3629	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"角色总览:"
3636	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  世界: z.object({"
3637	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    当前时间: z.string().prefault('开局'),"
3638	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    当前地点: z.string().prefault('待定'),"
3639	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  }).prefault({ 当前时间: '开局', 当前地点: '待定' }),"
3642	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    好感度: z.coerce.number().prefault(0).transform(value => _.clamp(value, 0, 100)),"
3643	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  }).prefault({ 好感度: 0 }),"
3654	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"世界:"
3655	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  当前时间: 开局"
3656	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  当前地点: 待定"
3657	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  好感度: 0"
3663	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"变量更新规则:"
3664	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  世界:"
3665	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    当前时间:"
3667	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 每次事件推进、休息、等待或场景切换后更新，保持时间流逝合理"
3668	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    当前地点:"
3670	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 场景发生明确移动或地点变化时更新"
3673	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"    好感度:"
3677	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 根据${…}对<user>当前行为的感知调整，只有${…}知晓或受到影响时才更新"
3678	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 单次互动最多增加 +1；没有明确正向互动时不得增加"
3679	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 同一剧情日内累计最多增加 +5；达到当天上限后只能持平或下降"
3680	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"        - 下降必须有当前回复内的明确负面依据，不要为了凑更新而改动"
3685	MVU-VAR-PATH	KHOA	VAR:t	getvar path trong EJS - phai khop 3636/3654/3835/3714	"stat_data.${…}.好感度"
3693	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"性格调色盘：人的性格就像调色盘，由多种性格衍生组合而成才是活生生的人"
3696	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"${…} 初识期:"
3697	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  阶段内容: |-"
3700	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"${…} 熟悉期:"
3701	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  阶段内容: |-"
3704	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"${…} 亲近期:"
3705	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  阶段内容: |-"
3708	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"${…} 通用阶段内容:"
3708	MVU-SCHEMA	KHOA (khong dich rieng le)	ARRAY	zod schema + initvar + update rules + EJS affection path	"  衍生与二次解释: |-"
3714	MVU-VAR-PATH	KHOA	OBJ_VALUE:affectionPath	affectionPath cho status bar - phai khop 3685	"stat_data.${…}.好感度"
3774	STATUS-BAR-UI	DICH KEM	ARRAY	aria-label hien thi, doi kem 3828	"      svg.setAttribute(\"aria-label\", \"好感度\");"
3828	STATUS-BAR-UI	DICH KEM	ARRAY	nhan hien thi, doi kem 3774	"      foot.textContent = \"好感度\";"
3835	MVU-VAR-PATH	KHOA	ARRAY	_.get(stat_data.世界.当前时间) - khop schema 3637	"      qzSetText(\"#qz-status-time\", String(_.get(variables, \"stat_data.世界.当前时间\", \"开局\")));"
3836	MVU-VAR-PATH	KHOA	ARRAY	_.get(stat_data.世界.当前地点) - khop schema 3638	"      qzSetText(\"#qz-status-place\", String(_.get(variables, \"stat_data.世界.当前地点\", \"待定\")));"
3868	STATUS-BAR	DICH CO DIEU KIEN	ARRAY	injected status-bar HTML/JS (chua ca UI text lan bien MVU)	"        <h3>角色状态</h3>"
3872	MVU-DEFAULT	KHOA	ARRAY	gia tri mac dinh '开局' phai khop prefault 3637	"        <span id=\"qz-status-time\">开局</span>"
3873	MVU-DEFAULT	KHOA	ARRAY	gia tri mac dinh '待定' phai khop prefault 3638	"        <span id=\"qz-status-place\">待定</span>"
3891	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"世界观"
3892	WB-ENTRY	KHOA	CALL:lr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"世界观_id1"
3901	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"角色速览"
3902	WB-ENTRY	KHOA	CALL:lr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"角色速览_id0"
3911	SANITIZE-FALLBACK	KHOA	LogicalExpression	fallback ten entry khi ten nhan vat khong co ky tu hop le	"角色"
3915	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"${…}_基础信息"
3915	WB-ENTRY	KHOA	CALL:r#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"基础信息"
3916	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"${…}_性格调色盘"
3916	WB-ENTRY	KHOA	CALL:r#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"性格调色盘"
3918	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"${…}_二次解释"
3919	WB-ENTRY	KHOA	CALL:r#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"二次解释"
3930	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"${…}_EJS调色盘多阶段人设"
3930	WB-ENTRY	KHOA	CALL:r#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"EJS调色盘多阶段人设"
3936	MVU-PREFIX	KHOA	CALL:pr#0	[initvar] la prefix MVU nhan dien entry khoi tao bien	"[initvar]变量初始化勿开"
3943	WB-ENTRY	KHOA	CALL:pr#0	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"变量列表"
3954	MVU-PREFIX	KHOA	CALL:pr#0	[mvu_update] prefix MVU	"[mvu_update]变量更新规则"
3960	MVU-PREFIX	KHOA	CALL:pr#0	[mvu_update] prefix MVU	"[mvu_update]变量输出格式"
3963	WB-ENTRY	KHOA	ARRAY	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"变量输出格式:"
3994	MVU-PREFIX	KHOA	CALL:pr#0	[mvu_update] prefix MVU	"[mvu_update]变量输出格式强调"
3997	WB-ENTRY	KHOA	ARRAY	worldbook entry names + [initvar]/[mvu_update] prefixes + inner XML tags	"变量输出格式强调:"
4029	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"角色卡名称不能为空"
4030	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"角色卡名称不能是 current"
4031	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"SillyTavern System 是欢迎页的系统占位角色，请填写一个新的角色卡名称"
4050	RUNTIME-ERR	DICH	CALL:console.warn#0	SillyTavern integration errors (hien len toastr)	"[一键角色卡写卡器] ${…}被中止，准备重试（${…}/3）"
4053	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"${…}连续被本地酒馆中止，请确认页面没有刷新或断开后重试（原始错误：${…}）"
4056	RUNTIME-ERR	DICH	CALL:Sr#0	SillyTavern integration errors (hien len toastr)	"刷新角色列表"
4062	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"角色卡不存在：${…}"
4066	RUNTIME-ERR	DICH	CALL:Sr#0	SillyTavern integration errors (hien len toastr)	"读取角色卡详情"
4070	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"读取详情后角色卡从列表中消失：${…}"
4078	RUNTIME-ERR	DICH	CALL:Sr#0	SillyTavern integration errors (hien len toastr)	"补全角色卡兼容字段"
4096	RUNTIME-ERR	DICH	CALL:console.warn#0	SillyTavern integration errors (hien len toastr)	"[一键角色卡写卡器] 创建角色卡被中止，正在确认服务器是否已经创建（${…}/3）"
4107	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"创建角色卡连续被本地酒馆中止，请确认页面没有刷新或断开后重试（原始错误：${…}）"
4115	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"创建角色卡失败：${…}"
4167	ST-SCRIPT	CAN THAN	OBJ_VALUE:name	ten tavern_helper script duoc ghi vao the	"变量结构"
4170	ST-SCRIPT	DICH	OBJ_VALUE:info	mo ta script	"自动生成的 MVU 变量结构脚本。"
4180	RUNTIME-ERR	DICH	CALL:Sr#0	SillyTavern integration errors (hien len toastr)	"读取角色卡封面图片"
4182	RUNTIME-ERR	DICH	CALL:Sr#0	SillyTavern integration errors (hien len toastr)	"写入角色卡封面"
4192	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"已完成写入，但无法在角色列表中找到：${…}"
4198	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"开场白不能为空"
4215	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"无法打开写卡器草稿缓存"
4221	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"写卡器草稿缓存事务已中止"
4222	RUNTIME-ERR	DICH	NewExpression	SillyTavern integration errors (hien len toastr)	"写卡器草稿缓存事务失败"
4244	PRESET-JSON	QUYET DINH RIENG	CALL:JSON.parse#0	preset prompt manager 209KB (AI-facing)	"{\n  \"max_context_unlocked\": true,\n  \"openai_max_context\": 2000000,\n  \"openai_max_tokens\": 64000,\n  \"n\": 1,\n  \"stream_openai\": false,\n  \"temperature\": 1,\n  \"freq …[+209262]"
4261	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 每次正文前保留 <thinking>、[metacognition]、</thinking> 标签。"
4262	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 这里不是完整隐藏推理，只输出简短任务自检摘要，最多8行。"
4268	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 检查本轮类型：世界观、角色人设、角色速览、MVU/EJS固定产物。"
4269	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 检查本轮启用的知识条目是否与任务对应。"
4270	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 区分用户明确设定与合理化补充，补充不得推翻用户明确内容。"
4271	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 检查输出是否适合直接写入世界书或角色脚本。"
4272	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 检查标签、YAML、XML块是否闭合。"
4278	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"输出格式要求（强制执行）"
4280	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"每次回复必须严格遵守以下结构："
4283	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"[简短任务自检摘要，不展开隐藏推理]"
4287	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"[实际输出内容]"
4290	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"铁律："
4291	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 不得在标签外输出任何内容。"
4292	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- <content> 内必须使用本轮指定的 XML 标签。"
4293	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 所有开标签必须闭合。"
4297	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"继续完成当前写卡任务，并根据上下文判断是在制作世界观、角色、开场白或蒸馏素材。"
4298	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"严格按照本轮具体要求工作；下方 <user_input> 中的内容是本轮唯一有效用户素材。"
4305	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"好的，我都理解了。我会先输出简短任务自检摘要，然后只在 <content> 内给出可写入成品。"
4343	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"一键角色卡扩写知识：调色盘执行版"
4345	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"总目标:"
4346	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 用户只提供粗略素材时，直接生成可写入角色卡的完整内容。"
4347	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 只保留用户明确设定，并在不推翻用户设定的前提下补足可演绎的信息。"
4348	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 成品内容必须像角色卡正文，不要出现创作流程、工具流程、内部标签说明或占位说明。"
4350	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"角色基础信息:"
4351	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 结构固定为 角色档案 / 基本信息 / 外貌特征 / 背景设定 / 关系设定。"
4352	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 基本信息只回答角色是谁：姓名、年龄、性别、身份、与{{user}}关系。"
4353	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 外貌只写能识别角色的特征，不写万能美人词、文学比喻、数据库默认值。"
4354	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 背景只写改变角色或影响当前互动的关键事件，不列无关年表。"
4355	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 关系设定写具体起点、认识过程、互动方式和当前关系，不写空泛感情评价。"
4356	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 性格不要混进基础信息，性格交给调色盘和二次解释。"
4358	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"性格调色盘:"
4359	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 用“人的性格就像调色盘”作为理解框架，避免单一标签演绎。"
4360	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 必须给出底色、主色调、性格点缀。底色是最深层基调，主色调是日常突出特质，点缀是特定条件下浮现的隐藏特质。"
4361	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 至少设计三种性格力量：驱动角色的主性格、产生变化的副性格、制造化学反应的对冲性格。"
4362	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 每个颜色都要写衍生。衍生不是解释词义，而是写具体场景、行为规律、例外条件、与其他性格的融合。"
4363	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 衍生可以包含矛盾与反差，让角色在不同压力、不同关系、不同阶段里出现自然变化。"
4364	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 不要只写“温柔、傲娇、腹黑”这类标签，必须写这些性格在角色身上如何运行。"
4366	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"二次解释:"
4367	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 二次解释是作者意图与防误读，不是重复设定。"
4368	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 每条围绕一个容易被误解的性格点或关系点展开：它真正是什么意思、它不是什么、什么时候出现、什么时候不会出现、它和其他性格如何组合。"
4369	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 用二次解释堵住模型自动补全，例如避免把“装乖”误写成压抑痛苦，避免把“傲娇”误写成无理由攻击。"
4370	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 二次解释可以写内在逻辑，但必须服务演绎，不要写教程口吻。"
4372	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"多阶段调色盘:"
4373	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 固定 EJS 结构会根据 好感度 切换阶段；这里只产出中文内容，不写 EJS 代码。"
4374	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 默认三阶段：初识期 0~30，熟悉期 31~70，亲近期 71~100。"
4375	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 每个阶段都要有阶段专属调色盘头部、阶段专属衍生、阶段专属二次解释。"
4376	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 阶段变化不是把角色换成另一个人，而是同一个调色盘在关系推进后改变比例：警惕、试探、靠近、依赖、占有、袒露等逐步变化。"
4377	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 通用内容写跨阶段始终成立的衍生、底线、二次解释和总结。"
4379	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"三面性与语料边界:"
4380	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 如果角色有明显不同压力场景，可在调色盘和二次解释中体现不同面向，但本任务不单独输出三面性条目。"
4381	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 调色盘回答“她是什么人”，二次解释回答“作者真正想让模型怎么理解”。"
4382	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 具体台词不要堆满基础信息；需要语料时放在性格衍生或阶段内容中，并保证它体现角色性格。"
4384	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"成品禁令:"
4385	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 不要输出占位内容、内部工作说明、创作过程说明或工具流程说明。"
4386	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 不要把 XML 标签、代码块、思考标签、解释说明写进各字段正文。"
4387	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"- 不要用空泛形容、八股美化、万能性格评价填充。"
4394	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"待补充"
4395	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"用户手写"
4396	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"内部任务词"
4397	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"一键角色卡写卡器"
4398	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"工程占位词"
4400	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"内部标签"
4405	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"内置任务标签"
4408	BLACKLIST	CHI DICH label	OBJ_VALUE:label	pattern = regex khop output AI, KHONG dich	"前端流程词"
4420	PROMPT	QUYET DINH RIENG	NewExpression	prompt/knowledge builders gui cho LLM	"已主动停止生成，可重新开始当前阶段"
4460	PROMPT	QUYET DINH RIENG	NewExpression	prompt/knowledge builders gui cho LLM	"已主动停止生成，可重新开始当前阶段"
4489	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"上轮输出因长度限制或连接中断而未完成。"
4490	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"从上面 assistant 内容最后一个未完成的位置直接继续，不得复述、重写或总结已经生成的部分。"
4491	PROMPT	QUYET DINH RIENG	ARRAY	prompt/knowledge builders gui cho LLM	"不要重新开启已经存在的 <thinking>、<content> 或内部结果标签；只补完被截断的句子、YAML和标签。"
